Motif	Factor	Evidence	Curated
TWST1_MOUSE.H10MO.D	Twist1	ChIP-seq	Y
TYY1_MOUSE.H10MO.A	Yy1	ChIP-seq	Y
UBIP1_MOUSE.H10MO.D	Ubp1	ChIP-seq	Y
USF1_MOUSE.H10MO.A	Usf1	ChIP-seq	Y
USF2_MOUSE.H10MO.A	Usf2	ChIP-seq	Y
VDR_MOUSE.H10MO.C	Vdr	ChIP-seq	Y
VDR_MOUSE.H10MO.S	Vdr	ChIP-seq	Y
VSX2_MOUSE.H10MO.D	Vsx2	ChIP-seq	Y
WT1_MOUSE.H10MO.D	Wt1	ChIP-seq	Y
XBP1_MOUSE.H10MO.C	Xbp1	ChIP-seq	Y
YBOX1_MOUSE.H10MO.D	Ybx1	ChIP-seq	Y
ZBT18_MOUSE.H10MO.D	Zbtb18	ChIP-seq	Y
ZBT7A_MOUSE.H10MO.D	Zbtb7a	ChIP-seq	Y
ZBTB6_MOUSE.H10MO.D	Zbtb6	ChIP-seq	Y
ZEB1_MOUSE.H10MO.D	Zeb1	ChIP-seq	Y
ZEP1_MOUSE.H10MO.D	Hivep1	ChIP-seq	Y
ZEP2_MOUSE.H10MO.D	Hivep2	ChIP-seq	Y
ZFHX3_MOUSE.H10MO.D	Zfhx3	ChIP-seq	Y
ZFX_MOUSE.H10MO.C	Zfx	ChIP-seq	Y
ZIC1_MOUSE.H10MO.B	Zic1	ChIP-seq	Y
ZIC2_MOUSE.H10MO.C	Zic2	ChIP-seq	Y
ZIC3_MOUSE.H10MO.C	Zic3	ChIP-seq	Y
ZN143_MOUSE.H10MO.D	Znf143	ChIP-seq	Y
ZN148_MOUSE.H10MO.D	Znf148	ChIP-seq	Y
ZN423_MOUSE.H10MO.D	Znf423	ChIP-seq	Y
